source,destination,journey_date,airline,stops,seasonality,price
Faridabad,Kanpur,2022-02-04,SpiceJet,2,0,5838
Bikaner,Kolkata,2022-04-17,IndiGo,1,0,6499
Siliguri,Thiruvananthapuram,2023-09-27,Go First,1,0,6493
Durgapur,Nashik,2025-10-13,SpiceJet,1,0,7339
Amritsar,Dehradun,2025-11-06,SpiceJet,0,1,7962
Jhansi,Pondicherry,2025-10-26,SpiceJet,0,0,7002
Raipur,Belgaum,2021-09-14,Go First,0,0,5081
Gorakhpur,Dharwad,2023-03-19,SpiceJet,0,0,5354
Kollam,Meerut,2024-07-07,Go First,2,0,8471
Palakkad,Bhubaneswar,2024-11-26,Vistara,2,1,11155
Siliguri,Tirunelveli,2024-05-03,Go First,0,1,7768
Dhanbad,Indore,2023-09-05,Vistara,0,0,6037
Tezpur,Visakhapatnam,2026-09-24,SpiceJet,2,0,8584
Nellore,Hubli,2025-09-29,Air India,2,0,11043
Tezpur,Rourkela,2022-12-11,Go First,1,1,7446
Nagpur,Dehradun,2024-07-12,SpiceJet,0,0,4659
Kollam,Nagpur,2023-03-11,SpiceJet,2,0,7804
Kollam,Jalandhar,2025-12-24,SpiceJet,1,1,7062
Chennai,Warangal,2023-06-23,Vistara,0,1,7467
Meerut,Belgaum,2022-11-20,SpiceJet,2,1,8999
Bhubaneswar,Noida,2022-04-13,Vistara,1,0,7481
Vijayawada,Tirupati,2025-12-13,Go First,1,1,7798
Ujjain,Salem,2023-10-11,Vistara,0,0,7014
Faridabad,Guwahati,2025-12-04,IndiGo,1,1,7734
Tezpur,Faridabad,2025-10-20,Air India,1,0,7298
Ahmedabad,Nellore,2024-12-07,Go First,1,1,9163
Thiruvananthapuram,Durgapur,2024-04-13,Vistara,1,0,9409
Chandigarh,Visakhapatnam,2025-08-13,IndiGo,1,0,7542
Thrissur,Bhopal,2023-10-20,Air India,1,0,7828
Imphal,Kota,2022-08-06,Go First,1,0,7037
Gwalior,Jodhpur,2021-11-06,AirAsia,0,1,6405
Vadodara,Bareilly,2025-02-20,SpiceJet,2,0,7819
Mumbai,Ujjain,2022-01-17,AirAsia,2,1,9680
Thrissur,Gaya,2021-09-17,Go First,2,0,5871
Panaji,Kottayam,2024-01-05,Vistara,1,1,9685
Nellore,Bhopal,2026-06-11,Vistara,0,1,7063
Rajahmundry,Jodhpur,2021-03-08,IndiGo,1,0,6041
Mumbai,Jamnagar,2023-04-09,AirAsia,1,0,7226
Madurai,Belgaum,2022-01-18,AirAsia,1,1,5994
Guntur,Siliguri,2022-11-09,IndiGo,2,1,8905
Tirupati,Thrissur,2023-08-18,SpiceJet,0,0,6164
Mumbai,Surat,2026-05-08,IndiGo,1,1,9251
Ludhiana,Tezpur,2025-12-28,IndiGo,0,1,8661
Indore,Jamnagar,2022-06-26,SpiceJet,0,1,5677
Guwahati,Ujjain,2022-02-24,IndiGo,1,0,5682
Nagpur,Hubli,2022-06-30,AirAsia,1,1,6130
Nashik,Delhi,2022-11-04,SpiceJet,1,1,8292
Rajahmundry,Vellore,2022-09-13,SpiceJet,2,0,5440
Chandigarh,Visakhapatnam,2022-05-20,Go First,2,1,7979
Dhanbad,Nagpur,2023-10-12,Vistara,0,0,6700
Pondicherry,Prayagraj,2024-03-13,AirAsia,0,0,6667
Raipur,Mangalore,2026-09-19,Air India,2,0,9960
Pune,Allahabad,2026-07-21,SpiceJet,0,0,5506
Ratnagiri,Pondicherry,2021-10-18,Go First,0,0,4627
Bhopal,Imphal,2025-09-20,Vistara,1,0,8323
Bangalore,Pondicherry,2021-10-04,IndiGo,1,0,4264
Ahmedabad,Itanagar,2026-09-07,Vistara,2,0,10729
Itanagar,Kochi,2022-09-18,Vistara,0,0,5718
Kurnool,Raipur,2022-09-29,Go First,1,0,6371
Ratnagiri,Warangal,2021-09-28,Vistara,2,0,9077
Ahmedabad,Ambala,2021-12-20,SpiceJet,0,1,6810
Prayagraj,Ahmedabad,2024-06-20,AirAsia,1,1,5837
Tiruchirappalli,Nagpur,2021-02-16,Air India,2,0,8091
Ludhiana,Udaipur,2023-11-28,Air India,1,1,7770
Udaipur,Indore,2021-05-01,Vistara,2,1,8986
Jaipur,Aurangabad,2021-11-12,SpiceJet,2,1,8129
Ahmedabad,Kottayam,2022-11-15,Vistara,1,1,7631
Nellore,Solapur,2022-04-18,Air India,0,0,4439
Allahabad,Kolkata,2026-04-17,Vistara,2,0,8258
Hyderabad,Nanded,2025-09-14,Air India,1,0,7931
Tirupati,Dhanbad,2024-01-17,IndiGo,1,1,6840
Siliguri,Pune,2023-01-05,Air India,0,1,7717
Kakinada,Belgaum,2024-06-26,Vistara,0,1,9594
Delhi,Gwalior,2023-04-02,Vistara,1,0,8631
Kakinada,Guntur,2026-07-14,Air India,1,0,6908
Jabalpur,Chennai,2023-08-13,Go First,1,0,7964
Delhi,Erode,2021-01-06,AirAsia,2,1,8907
Patna,Panaji,2026-12-11,Air India,2,1,11265
Visakhapatnam,Tirupati,2024-02-21,IndiGo,0,0,5104
Jabalpur,Tiruchirappalli,2025-03-06,SpiceJet,0,0,6148
Kottayam,Nagpur,2025-06-04,IndiGo,0,1,8033
Bhopal,Allahabad,2024-04-09,Vistara,1,0,8880
Ujjain,Dharwad,2024-07-26,SpiceJet,1,0,5121
Ranchi,Nagpur,2022-03-23,Air India,0,0,5851
Kakinada,Dhanbad,2025-07-24,IndiGo,1,0,6005
Calicut,Kannur,2023-12-22,IndiGo,0,1,6234
Bikaner,Tirunelveli,2021-06-15,Air India,1,1,6793
Tirunelveli,Allahabad,2024-12-28,SpiceJet,0,1,8130
Asansol,Srinagar,2021-05-08,SpiceJet,2,1,8703
Allahabad,Chandigarh,2026-03-08,IndiGo,1,0,4895
Ahmedabad,Varanasi,2022-06-20,Air India,2,1,10170
Rajahmundry,Salem,2021-12-11,Go First,1,1,4851
Jaipur,Raipur,2025-12-22,Air India,0,1,8219
Kolkata,Kannur,2021-07-27,Air India,2,0,9375
Kota,Chennai,2025-04-17,AirAsia,2,0,6592
Panaji,Amritsar,2024-02-01,Vistara,2,0,7284
Quilon,Rajahmundry,2023-10-04,AirAsia,1,0,6770
Mysore,Kanpur,2021-09-07,IndiGo,1,0,5149
Jalandhar,Ranchi,2026-11-24,Air India,0,1,10042
Gaya,Kollam,2026-06-09,Vistara,1,1,10165
Amritsar,Chennai,2024-07-30,Go First,1,0,4583
Ahmedabad,Kanpur,2026-12-09,Vistara,1,1,8646
Allahabad,Shimla,2023-09-15,Vistara,0,0,6616
Hubli,Gaya,2022-12-13,Air India,1,1,9523
Ujjain,Thrissur,2025-01-09,Go First,0,1,9431
Gaya,Nellore,2022-08-06,Go First,1,0,6716
Calicut,Srinagar,2026-07-02,IndiGo,0,0,4013
Prayagraj,Surat,2021-03-23,Go First,2,0,4781
Quilon,Ranchi,2022-06-19,Vistara,1,1,7837
Bangalore,Coimbatore,2022-08-04,IndiGo,1,0,4566
Tiruchirappalli,Sangli,2025-06-09,Go First,0,1,6811
Dharwad,Nagpur,2022-10-08,AirAsia,2,0,8075
Salem,Dhanbad,2022-12-15,AirAsia,1,1,7072
Palakkad,Srinagar,2025-03-30,Vistara,1,0,6848
Udaipur,Mumbai,2025-05-23,Go First,0,1,6667
Dhanbad,Rajkot,2023-06-24,AirAsia,0,1,6643
Durgapur,Vellore,2021-11-15,Air India,1,1,7651
Ratnagiri,Guwahati,2024-10-07,SpiceJet,0,0,4627
Allahabad,Thrissur,2021-10-05,Vistara,1,0,6717
Mumbai,Ahmedabad,2025-04-30,SpiceJet,2,0,6684
Kota,Gwalior,2024-12-09,Go First,2,1,7628
Nellore,Sangli,2023-07-13,Air India,2,0,6609
Bhavnagar,Bangalore,2024-07-29,Vistara,0,0,5723
Thiruvananthapuram,Hubli,2022-10-22,AirAsia,0,0,5192
Erode,Prayagraj,2026-06-01,AirAsia,0,1,8295
Thiruvananthapuram,Quilon,2025-11-14,Air India,0,1,7514
Raipur,Dehradun,2025-08-04,AirAsia,1,0,7882
Bikaner,Agra,2022-01-28,IndiGo,2,1,9173
Kollam,Coimbatore,2021-08-12,Vistara,0,0,5930
Bhavnagar,Shimla,2026-05-22,Air India,0,1,7179
Thiruvananthapuram,Rourkela,2024-04-10,IndiGo,2,0,5964
Imphal,Kanpur,2026-06-27,AirAsia,1,1,7530
Moradabad,Hubli,2023-01-28,Vistara,2,1,9576
Jhansi,Kolkata,2023-12-15,SpiceJet,2,1,7528
Aurangabad,Nellore,2021-09-10,Air India,0,0,5719
Faridabad,Mysore,2025-08-23,Go First,1,0,6904
Hubli,Mangalore,2025-09-11,Go First,2,0,8316
Kannur,Bikaner,2021-11-20,SpiceJet,0,1,6925
Ludhiana,Noida,2022-08-27,IndiGo,2,0,5415
Panaji,Dehradun,2022-06-01,IndiGo,2,1,7325
Jamnagar,Ranchi,2022-08-29,Go First,1,0,6353
Jaipur,Chandigarh,2025-05-09,Go First,2,1,9840
Bareilly,Mangalore,2026-02-20,IndiGo,2,0,6673
Coimbatore,Visakhapatnam,2022-02-15,IndiGo,0,0,4975
Faridabad,Jalandhar,2023-12-18,SpiceJet,2,1,9704
Kannur,Hyderabad,2022-12-07,Vistara,2,1,9049
Prayagraj,Tezpur,2025-07-04,IndiGo,2,0,8062
Agra,Pune,2026-05-01,Vistara,1,1,8418
Bikaner,Dhanbad,2024-02-23,SpiceJet,0,0,4297
Bikaner,Vellore,2025-12-20,Vistara,1,1,11735
Prayagraj,Salem,2022-01-01,Air India,2,1,8906
Ujjain,Kollam,2026-10-17,Vistara,0,0,8087
Jaipur,Dhanbad,2026-09-07,SpiceJet,1,0,8097
Chennai,Amritsar,2023-03-01,Air India,0,0,5640
Jodhpur,Pune,2025-01-16,AirAsia,1,1,7600
Kakinada,Kurnool,2025-06-14,AirAsia,0,1,7950
Agra,Gwalior,2026-06-26,Go First,2,1,8629
Palakkad,Mysore,2024-12-03,Vistara,1,1,9602
Guwahati,Bhavnagar,2021-04-23,SpiceJet,0,0,4338
Panaji,Varanasi,2023-07-12,AirAsia,1,0,6226
Jabalpur,Ludhiana,2021-03-24,AirAsia,0,0,4711
Rourkela,Srinagar,2021-02-04,Air India,1,0,7916
Tirunelveli,Tiruchirappalli,2024-02-02,SpiceJet,2,0,7372
Ambala,Panaji,2026-03-27,Vistara,2,0,10326
Mumbai,Ludhiana,2025-03-13,Go First,1,0,6927
Patna,Kollam,2021-09-19,Vistara,1,0,8088
Bareilly,Asansol,2024-05-08,Air India,1,1,9902
Ahmedabad,Prayagraj,2025-07-14,AirAsia,1,0,7691
Tirupati,Chennai,2026-07-31,Vistara,1,0,9095
Hubli,Vadodara,2021-05-25,Go First,1,1,7392
Tirunelveli,Surat,2026-12-30,AirAsia,2,1,10922
Kottayam,Bikaner,2022-11-28,AirAsia,1,1,6212
Kannur,Bhopal,2023-11-26,AirAsia,1,1,8749
Salem,Guwahati,2023-06-30,Vistara,1,1,8893
Durgapur,Gwalior,2023-12-04,Go First,1,1,7329
Kannur,Pune,2021-10-19,SpiceJet,1,0,5594
Solapur,Gwalior,2026-12-11,Vistara,2,1,9209
Nagpur,Raipur,2024-11-04,SpiceJet,2,1,7490
Tirunelveli,Amritsar,2021-11-28,SpiceJet,1,1,7446
Dhanbad,Rourkela,2021-08-26,IndiGo,2,0,5648
Vijayawada,Thiruvananthapuram,2022-10-11,SpiceJet,0,0,4464
Jamnagar,Rourkela,2025-10-25,SpiceJet,2,0,8151
Mumbai,Kolkata,2026-12-27,Air India,1,1,8355
Vellore,Mangalore,2023-02-20,IndiGo,0,0,6131
Surat,Thrissur,2024-11-11,Vistara,1,1,8243
Kottayam,Pondicherry,2024-06-07,Air India,0,1,6880
Bhavnagar,Kakinada,2026-11-02,Go First,1,1,9376
Nagpur,Faridabad,2026-07-01,Vistara,1,0,7794
Bangalore,Agra,2023-07-08,AirAsia,1,0,4675
Palakkad,Kottayam,2022-11-24,IndiGo,1,1,9139
Hyderabad,Hubli,2023-11-14,Go First,0,1,6893
Sangli,Patna,2021-03-22,IndiGo,0,0,5116
Gwalior,Indore,2023-11-02,SpiceJet,1,1,7348
Solapur,Rajahmundry,2021-02-08,Vistara,2,0,8516
Sangli,Ludhiana,2024-01-11,Go First,1,1,7436
Kurnool,Udaipur,2022-04-28,Vistara,0,0,5700
Ranchi,Quilon,2023-03-30,Vistara,1,0,8382
Jabalpur,Bhavnagar,2022-10-19,IndiGo,2,0,6631
Kanpur,Durgapur,2023-08-19,IndiGo,0,0,6008
Bhubaneswar,Noida,2026-07-17,Air India,0,0,7896
Tirupati,Udaipur,2022-02-19,Vistara,1,0,7634
Asansol,Kannur,2021-07-25,IndiGo,1,0,4056
Gorakhpur,Solapur,2024-07-04,SpiceJet,0,0,3490
Delhi,Visakhapatnam,2022-11-30,Vistara,1,1,9479
Aurangabad,Ujjain,2022-01-16,Vistara,1,1,7344
Itanagar,Jabalpur,2026-02-13,Vistara,2,0,11635
Jalandhar,Sangli,2022-11-15,IndiGo,1,1,9230
Ahmedabad,Thiruvananthapuram,2022-03-01,SpiceJet,2,0,8165
Jamshedpur,Amritsar,2025-04-05,Vistara,0,0,9752
Bhopal,Kollam,2026-06-23,IndiGo,2,1,9100
Jaipur,Aurangabad,2024-07-11,IndiGo,1,0,7716
Ludhiana,Mangalore,2022-01-26,SpiceJet,1,1,7529
Sangli,Solapur,2025-04-26,Air India,0,0,6273
Madurai,Kurnool,2026-04-07,SpiceJet,1,0,5638
Dharwad,Agra,2024-09-17,Vistara,0,0,7518
Mysore,Salem,2025-03-31,SpiceJet,1,0,5386
Jamshedpur,Noida,2026-01-10,IndiGo,2,1,9685
Indore,Kottayam,2021-03-14,IndiGo,2,0,5861
Nanded,Mysore,2021-01-01,IndiGo,1,1,7733
Raipur,Sangli,2026-02-12,Vistara,1,0,6858
Jodhpur,Durgapur,2026-04-22,AirAsia,1,0,8841
Bhubaneswar,Chandigarh,2023-06-28,IndiGo,1,1,7896
Bhavnagar,Nanded,2026-11-09,Vistara,0,1,7194
Kota,Nagpur,2025-08-04,IndiGo,1,0,7463
Dehradun,Indore,2025-05-29,Air India,2,1,10663
Erode,Patna,2025-08-25,IndiGo,0,0,6250
Sangli,Palakkad,2026-08-28,Air India,2,0,8232
Ujjain,Pune,2025-11-08,Go First,2,1,9320
Tezpur,Noida,2022-12-13,AirAsia,1,1,5988
Sangli,Pondicherry,2024-08-11,Go First,2,0,8008
Tezpur,Warangal,2023-10-14,Vistara,2,0,8356
Jhansi,Nagpur,2022-07-20,SpiceJet,1,0,7627
Dhanbad,Tirupati,2023-06-10,Air India,1,1,10924
Bhavnagar,Tezpur,2024-11-15,AirAsia,1,1,9926
Srinagar,Kurnool,2024-08-13,AirAsia,0,0,5759
Kanpur,Palakkad,2025-09-06,AirAsia,1,0,6162
Ludhiana,Patna,2021-04-14,SpiceJet,1,0,4889
Ahmedabad,Raipur,2023-12-30,Air India,1,1,10241
Visakhapatnam,Ahmedabad,2024-04-23,Air India,0,0,7290
Patna,Rajkot,2023-07-08,AirAsia,2,0,6676
Thrissur,Belgaum,2021-07-12,SpiceJet,2,0,7209
Dhanbad,Nanded,2021-08-09,IndiGo,1,0,5401
Jamshedpur,Surat,2025-02-15,Go First,1,0,8018
Bhavnagar,Jodhpur,2022-12-28,AirAsia,0,1,5068
Ujjain,Kurnool,2022-05-04,SpiceJet,0,1,6323
Nanded,Asansol,2022-06-17,Air India,1,1,7025
Kakinada,Tirunelveli,2022-09-27,IndiGo,1,0,6099
Pune,Ratnagiri,2024-05-18,SpiceJet,1,1,7041
Dhanbad,Meerut,2023-06-20,Air India,0,1,8371
Jalandhar,Mysore,2025-07-11,IndiGo,1,0,5583
Sangli,Durgapur,2024-09-18,Vistara,1,0,7889
Mangalore,Kannur,2021-02-06,IndiGo,1,0,5617
Rourkela,Quilon,2023-09-26,IndiGo,1,0,5630
Hubli,Ambala,2024-03-04,IndiGo,1,0,7332
Jhansi,Kota,2021-06-29,Vistara,1,1,8364
Kochi,Patna,2022-11-17,Go First,0,1,6739
Raipur,Siliguri,2023-05-24,AirAsia,2,1,6768
Meerut,Tiruchirappalli,2025-11-18,AirAsia,0,1,8226
Chennai,Kakinada,2024-09-20,IndiGo,0,0,3405
Srinagar,Asansol,2021-10-16,Go First,1,0,5193
Hubli,Jodhpur,2025-07-15,SpiceJet,1,0,4939
Siliguri,Indore,2026-12-31,IndiGo,0,1,7840
Thrissur,Lucknow,2025-01-05,Go First,0,1,7368
Bikaner,Quilon,2021-12-21,Vistara,2,1,9171
Sangli,Chennai,2026-04-26,Air India,1,0,7622
Moradabad,Bhavnagar,2022-08-14,Vistara,1,0,6245
Nanded,Visakhapatnam,2022-05-20,IndiGo,0,1,7593
Imphal,Moradabad,2021-12-15,Vistara,1,1,9677
Panaji,Jalandhar,2026-10-01,Air India,1,0,7518
Quilon,Ambala,2023-03-07,IndiGo,1,0,7863
Pune,Vijayawada,2026-03-05,AirAsia,0,0,6112
Jaipur,Asansol,2022-02-07,Air India,2,0,8058
Bhopal,Siliguri,2023-08-19,IndiGo,1,0,6612
Dehradun,Dharwad,2026-06-14,SpiceJet,1,1,10255
Calicut,Thrissur,2022-09-17,Go First,1,0,5726
Thiruvananthapuram,Mumbai,2024-07-06,Air India,1,0,10261
Jamnagar,Bareilly,2025-01-12,Air India,1,1,10605
Jhansi,Gaya,2024-06-05,SpiceJet,0,1,6478
Prayagraj,Kochi,2024-02-24,Air India,1,0,8117
Lucknow,Ujjain,2021-11-05,IndiGo,0,1,7268
Itanagar,Pondicherry,2023-05-22,IndiGo,1,1,8553
Kannur,Sangli,2022-09-01,Vistara,2,0,8071
Udaipur,Bhavnagar,2022-07-03,SpiceJet,0,0,5101
Kottayam,Delhi,2023-09-06,Go First,1,0,6282
Jhansi,Madurai,2023-01-04,Go First,1,1,9287
Gaya,Kolkata,2023-06-16,SpiceJet,1,1,5823
Guntur,Varanasi,2021-06-25,AirAsia,1,1,7360
Hubli,Kanpur,2026-02-06,IndiGo,0,0,7233
Patna,Tirunelveli,2026-11-06,AirAsia,1,1,8282
Moradabad,Nellore,2022-12-14,SpiceJet,2,1,8363
Salem,Lucknow,2026-10-18,Vistara,2,0,9322
Itanagar,Gaya,2024-11-14,SpiceJet,2,1,9028
Kottayam,Nagpur,2025-12-07,Air India,1,1,8731
Rourkela,Bareilly,2023-05-17,Air India,1,1,8099
Prayagraj,Tirupati,2022-04-30,AirAsia,1,0,5948
Tirupati,Bhubaneswar,2026-05-27,AirAsia,2,1,9633
Palakkad,Madurai,2025-08-11,IndiGo,1,0,4532
Nellore,Pondicherry,2022-10-22,Air India,0,0,6986
Ahmedabad,Srinagar,2023-11-24,Air India,2,1,11383
Ratnagiri,Bangalore,2024-03-07,IndiGo,1,0,7226
Kannur,Kollam,2022-11-30,Air India,2,1,10041
Noida,Amritsar,2026-09-24,Vistara,1,0,11236
Erode,Kakinada,2021-10-09,Air India,2,0,7448
Patna,Bangalore,2023-04-09,Go First,2,0,6473
Chandigarh,Amritsar,2026-05-04,Go First,0,1,8500
Vellore,Indore,2022-01-17,SpiceJet,1,1,8448
Mumbai,Solapur,2025-11-03,Go First,2,1,8368
Thrissur,Mangalore,2025-10-24,Air India,2,0,9410
Palakkad,Vadodara,2022-02-05,SpiceJet,1,0,5561
Warangal,Varanasi,2021-12-10,Vistara,2,1,8242
Mumbai,Tirunelveli,2021-01-30,Go First,0,1,5842
Gwalior,Sangli,2023-04-22,AirAsia,1,0,6262
Patna,Madurai,2025-10-12,AirAsia,1,0,6441
Jammu,Nellore,2025-02-06,Go First,1,0,8217
Vellore,Raipur,2025-08-20,Go First,2,0,6656
Nanded,Nashik,2026-06-05,Vistara,1,1,11287
Tiruchirappalli,Imphal,2022-07-20,AirAsia,0,0,4552
Thrissur,Madurai,2022-02-15,Air India,2,0,8487
Quilon,Tiruchirappalli,2021-08-02,Air India,2,0,8214
Guwahati,Coimbatore,2026-04-16,Go First,2,0,5832
Asansol,Surat,2025-02-27,IndiGo,0,0,7447
Itanagar,Rajkot,2026-11-05,Vistara,0,1,8832
Kota,Jamshedpur,2021-02-13,Air India,1,0,5665
Pondicherry,Kurnool,2026-10-14,AirAsia,1,0,7745
Siliguri,Hyderabad,2025-01-13,Air India,0,1,7289
Bareilly,Jabalpur,2024-12-17,AirAsia,2,1,9279
Ranchi,Mangalore,2021-03-04,AirAsia,0,0,3994
Belgaum,Udaipur,2024-11-26,Vistara,1,1,9280
Dehradun,Kakinada,2025-07-13,Go First,0,0,4740
Jabalpur,Kurnool,2022-03-13,Go First,0,0,5415
Erode,Bhubaneswar,2026-10-04,Vistara,1,0,10584
Gwalior,Nellore,2026-06-04,Air India,1,1,11368
Jodhpur,Pondicherry,2021-04-23,SpiceJet,0,0,3694
Gwalior,Rourkela,2023-06-22,AirAsia,1,1,7266
Gaya,Mangalore,2021-02-09,AirAsia,1,0,4904
Guwahati,Jabalpur,2024-11-01,IndiGo,1,1,8135
Gaya,Panaji,2024-01-08,Air India,1,1,9732
Agra,Vadodara,2023-09-19,Vistara,1,0,6776
Allahabad,Rajahmundry,2024-12-29,Air India,0,1,6779
Siliguri,Sangli,2026-07-11,Go First,0,0,6107
Kanpur,Guntur,2024-07-15,SpiceJet,1,0,6555
Vijayawada,Kurnool,2024-02-22,SpiceJet,1,0,6848
Pune,Meerut,2025-09-30,SpiceJet,0,0,6280
Imphal,Tezpur,2022-12-17,SpiceJet,0,1,7974
Jodhpur,Dhanbad,2021-02-04,IndiGo,1,0,6043
Chandigarh,Durgapur,2025-01-21,Go First,1,1,7542
Asansol,Agra,2024-01-09,SpiceJet,1,1,7348
Kota,Jammu,2023-05-13,SpiceJet,1,1,7464
Bareilly,Jodhpur,2023-01-07,Go First,1,1,8997
Varanasi,Chandigarh,2024-01-11,Air India,2,1,10090
Visakhapatnam,Vadodara,2022-09-05,SpiceJet,0,0,4272
Kota,Nagpur,2026-10-19,Go First,1,0,7355
Ambala,Nashik,2021-07-15,SpiceJet,0,0,5662
Ahmedabad,Surat,2023-11-08,SpiceJet,0,1,6831
Asansol,Guntur,2025-01-15,Go First,1,1,7230
Jabalpur,Indore,2024-12-09,AirAsia,1,1,9145
Salem,Sangli,2022-12-16,Vistara,1,1,9100
Kurnool,Kollam,2026-01-05,IndiGo,2,1,10477
Kakinada,Ratnagiri,2022-08-17,Air India,1,0,8170
Quilon,Nellore,2025-07-16,IndiGo,0,0,4598
Varanasi,Dharwad,2024-07-21,AirAsia,1,0,7762
Prayagraj,Salem,2025-06-08,Vistara,2,1,11246
Ludhiana,Jhansi,2025-08-23,Air India,1,0,6228
Udaipur,Agra,2023-10-28,AirAsia,0,0,4089
Imphal,Patna,2022-01-27,IndiGo,2,1,8058
Chennai,Itanagar,2026-11-17,IndiGo,0,1,7358
Coimbatore,Kochi,2025-05-16,Vistara,1,1,9096
Jamshedpur,Ratnagiri,2022-06-02,Air India,1,1,6518
Sangli,Gaya,2024-08-25,SpiceJet,2,0,7893
Mysore,Jamshedpur,2022-07-08,AirAsia,1,0,7254
Jodhpur,Ratnagiri,2025-11-17,Go First,1,1,8192
Moradabad,Varanasi,2022-01-02,SpiceJet,1,1,7166
Asansol,Coimbatore,2024-05-28,IndiGo,0,1,7073
Faridabad,Belgaum,2026-04-06,Go First,0,0,7778
Vellore,Kanpur,2024-05-12,IndiGo,2,1,8770
Varanasi,Mumbai,2025-03-11,Air India,2,0,10470
Imphal,Allahabad,2022-10-31,AirAsia,2,0,6407
Asansol,Kochi,2025-09-26,AirAsia,1,0,7854
Tezpur,Solapur,2024-01-19,Vistara,1,1,9304
Jaipur,Dehradun,2022-07-14,Vistara,0,0,7895
Rajkot,Jhansi,2024-01-20,AirAsia,2,1,7710
Bangalore,Madurai,2021-07-23,Go First,0,0,3470
Belgaum,Aurangabad,2022-05-28,AirAsia,2,1,8732
Varanasi,Guwahati,2022-09-10,IndiGo,2,0,5963
Jalandhar,Calicut,2026-08-04,Vistara,2,0,10756
Durgapur,Kochi,2022-08-22,IndiGo,1,0,5323
Moradabad,Kannur,2023-01-14,Air India,1,1,8393
Indore,Tirupati,2023-10-17,SpiceJet,2,0,5741
Ranchi,Kakinada,2022-01-20,Go First,1,1,7578
Solapur,Calicut,2024-08-16,Air India,0,0,8329
Indore,Asansol,2026-05-26,AirAsia,1,1,7504
Pune,Siliguri,2023-06-12,IndiGo,1,1,8740
Dharwad,Delhi,2022-11-17,Vistara,0,1,7684
Delhi,Pune,2026-05-01,AirAsia,1,1,7834
Allahabad,Madurai,2026-08-10,IndiGo,1,0,7572
Ahmedabad,Gorakhpur,2022-09-23,AirAsia,0,0,4189
Varanasi,Dharwad,2024-11-23,SpiceJet,1,1,6761
Gwalior,Gaya,2022-07-06,Vistara,0,0,7758
Jamshedpur,Nashik,2024-04-22,Go First,2,0,6843
Amritsar,Mysore,2024-11-25,Vistara,2,1,10417
Mysore,Madurai,2021-10-10,Go First,1,0,5745
Asansol,Mysore,2025-02-12,SpiceJet,0,0,7271
Gwalior,Ujjain,2023-01-30,IndiGo,1,1,8283
Dharwad,Udaipur,2021-09-17,AirAsia,2,0,5950
Solapur,Kota,2022-09-24,Go First,1,0,5716
Rourkela,Dharwad,2022-03-29,IndiGo,0,0,3102
Srinagar,Hyderabad,2023-04-08,IndiGo,2,0,5624
Hyderabad,Noida,2025-05-11,AirAsia,2,1,10320
Thrissur,Palakkad,2023-11-15,IndiGo,1,1,7234
Tirunelveli,Lucknow,2021-02-23,Air India,2,0,6885
Ratnagiri,Ahmedabad,2025-01-18,Go First,2,1,9723
Ahmedabad,Rajkot,2023-12-25,Go First,0,1,5058
Lucknow,Surat,2026-10-29,IndiGo,0,0,7435
Meerut,Hubli,2023-02-16,Air India,1,0,9177
Srinagar,Nashik,2025-08-28,AirAsia,0,0,7418
Gaya,Solapur,2026-02-22,AirAsia,2,0,6123
Amritsar,Nanded,2025-07-03,Go First,1,0,7614
Meerut,Prayagraj,2025-12-20,Vistara,1,1,10667
Guntur,Jalandhar,2025-10-30,AirAsia,1,0,7542
Nashik,Moradabad,2023-05-27,SpiceJet,1,1,7547
Jhansi,Imphal,2021-01-01,AirAsia,0,1,6085
Bangalore,Mangalore,2022-07-08,Vistara,0,0,5970
Panaji,Dharwad,2021-03-30,AirAsia,1,0,6614
Nanded,Noida,2022-09-26,IndiGo,0,0,5357
Coimbatore,Nagpur,2023-12-22,Vistara,1,1,8223
Bikaner,Guwahati,2025-06-26,Go First,1,1,7360
Dharwad,Kollam,2022-12-10,SpiceJet,0,1,7784
Bikaner,Hyderabad,2025-04-12,IndiGo,0,0,5454
Jamnagar,Jalandhar,2022-05-09,Air India,0,1,9504
Gwalior,Pune,2024-06-02,Go First,0,1,6938
Nashik,Coimbatore,2024-08-31,Go First,1,0,4694
Siliguri,Ujjain,2025-05-29,SpiceJet,0,1,6514
Bhavnagar,Itanagar,2022-08-30,Air India,1,0,6393
Nellore,Vellore,2021-07-21,Go First,2,0,5349
Itanagar,Kurnool,2025-11-15,AirAsia,1,1,7146
Nanded,Ranchi,2026-06-22,SpiceJet,1,1,9883
Ujjain,Mangalore,2023-10-06,Air India,0,0,6529
Dharwad,Tezpur,2022-01-02,IndiGo,2,1,8158
Faridabad,Dehradun,2024-08-06,Vistara,0,0,6456
Faridabad,Rajkot,2025-12-17,Go First,1,1,7755
Varanasi,Ranchi,2025-03-12,Air India,0,0,5563
Allahabad,Rajahmundry,2022-08-28,Vistara,0,0,7121
Bhubaneswar,Dhanbad,2026-01-18,SpiceJet,0,1,6876
Ujjain,Meerut,2023-05-18,Air India,1,1,10110
Rajkot,Ujjain,2022-08-02,AirAsia,0,0,5462
Sangli,Mangalore,2021-06-28,Vistara,1,1,6827
Ranchi,Tiruchirappalli,2024-01-17,IndiGo,2,1,9270
